player_name,legend,legend_category,BR Kills,BR Damage,BR Wins
Above Faded,Bloodhound,Recon,3046.0,1175198.0,185.93133658952823
Above Faded,Horizon,Skirmisher,2717.0,843081.9969520095,164.25148815493307
Above Faded,Bangalore,Assault,1610.0,565204.1482411338,95.45846742271442
Above Faded,Loba,Support,1209.0,378395.0,50.0
Above Faded,Seer,Recon,451.0,215790.0,23.144622718568012
Above Faded,Pathfinder,Skirmisher,298.0,235867.4386578736,13.92599840675156
Above Faded,Ballistic,Assault,254.0,224822.60998282523,11.191677799508902
Above Faded,Wattson,Controller,178.0,205745.17863501442,6.468760386998859
Above Faded,Revenant,Skirmisher,133.0,194449.33112644224,3.6722961295915955
Above Times,Valkyrie,Skirmisher,49225.0,14265292.0,4309.0
Above Times,Wraith,Skirmisher,30123.0,8012354.0,1868.7944360417696
Above Times,Horizon,Skirmisher,5850.0,1722736.0,429.0
Above Times,Conduit,Support,4617.0,1320017.7806472797,282.3244234676842
Above Times,Loba,Support,4400.0,1721020.0,281.0
Above Times,Vantage,Recon,2329.0,855076.0,140.68097034971345
Above Times,Bangalore,Assault,1152.0,450237.5224872213,66.99667564732495
Above Times,Caustic,Controller,696.0,335772.9344003565,38.659171172264685
Abusing Ya,Wraith,Skirmisher,11785.0,3468805.0,1281.0
Abusing Ya,Bangalore,Assault,10331.0,2984199.0,1103.0
Abusing Ya,Pathfinder,Skirmisher,6336.0,1927559.0,621.0
Abusing Ya,Revenant,Skirmisher,6130.0,1534917.0,641.0
Abusing Ya,Horizon,Skirmisher,4675.0,1411682.0,557.0
Abusing Ya,Mirage,Support,4630.0,1217967.0,589.0
Abusing Ya,Loba,Support,3531.0,1088060.0,422.0
Abusing Ya,Mad Maggie,Assault,2502.0,751856.0,242.0
Abusing Ya,Valkyrie,Skirmisher,1932.0,597208.0,301.0
Abusing Ya,Newcastle,Support,1013.0,415345.9046274094,58.35870827444473
Abusing Ya,Seer,Recon,90.0,183655.5212849177,1.0001191725135454
Abusing Ya,Vantage,Recon,89.0,183404.50245139387,0.937975522348939
Abyss,Wraith,Skirmisher,53450.0,16178678.0,3329.8523979793695
Abyss,Loba,Support,2443.0,774302.8365664812,147.22412800983108
Abyss,Lifeline,Support,2068.0,700721.0,111.0
Abyss,Vantage,Recon,1711.0,601021.0,101.78674789990934
Abyss,Catalyst,Controller,1418.0,517008.53220455913,83.5268865911101
Abyss,Horizon,Skirmisher,1227.0,469063.9350015083,71.65744940967038
Abyss,Bangalore,Assault,1112.0,440196.76914626826,64.51092964074071
Abyss,Rampart,Controller,1001.0,412333.6786251235,57.61298447246946
Abyss,Ash,Assault,403.0,262224.41617787536,20.451081674035173
Abyss,Valkyrie,Skirmisher,345.0,247665.32383349343,16.846749964488033
Abyss,Conduit,Support,206.0,212773.70597368156,8.208782591607822
Abyss,Fuse,Assault,16.0,165080.12760415455,-3.5985109396672867
Aces Kunai,Wraith,Skirmisher,160193.0,31449785.0,8046.0
Aces Kunai,Octane,Skirmisher,13198.0,3492869.0,1130.0
Aces Kunai,Pathfinder,Skirmisher,4604.0,1320594.0,375.0
Aces Kunai,Horizon,Skirmisher,2642.0,759096.0,173.0
Aces Kunai,Valkyrie,Skirmisher,2628.0,686132.0,251.0
Aces Kunai,Loba,Support,1368.0,295414.0,92.0
Aces Kunai,Lifeline,Support,1296.0,351414.0,108.0
Aces Kunai,Gibraltar,Support,1092.0,327103.0,105.0
Aces Kunai,Seer,Recon,930.0,394511.3414449318,53.20078531078245
Aces Kunai,Wattson,Controller,684.0,179449.0,63.0
Aces Kunai,Caustic,Controller,533.0,169336.0,27.90872468376668
Aces Kunai,Bloodhound,Recon,481.0,150833.0,24.65029015838819
Aces Kunai,Mirage,Support,375.0,257763.40197009657,26.0
Aces Kunai,Crypto,Recon,197.0,214163.64570916383,18.0
Aces Kunai,Fuse,Assault,149.0,201048.8161101314,12.0
Aces Kunai,Ash,Assault,99.0,31738.0,11.0
Aces Kunai,Catalyst,Controller,61.0,176375.97511272674,-0.8020466822600243
Aces Kunai,Mad Maggie,Assault,22.0,5445.0,-4.022917194973819
Aensu,Wraith,Skirmisher,18960.0,5360887.0,1429.0
Aensu,Gibraltar,Support,13593.0,4286648.0,1484.0
Aensu,Horizon,Skirmisher,9778.0,2876339.0,1029.0
Aensu,Octane,Skirmisher,5187.0,2301054.0,834.0
Aensu,Crypto,Recon,4965.0,1497953.0,425.0
Aensu,Pathfinder,Skirmisher,4520.0,1297382.0,388.0
Aensu,Bloodhound,Recon,2487.0,663159.0,195.0
Aensu,Loba,Support,2006.0,550168.0,207.0
Aensu,Lifeline,Support,1784.0,464816.0,132.0
Aensu,Caustic,Controller,1135.0,331780.0,59.0
Aensu,Seer,Recon,891.0,258191.0,110.0
Aensu,Mirage,Support,738.0,184804.0,45.0
Aensu,Fuse,Assault,555.0,184064.0,17.0
Aensu,Valkyrie,Skirmisher,482.0,149872.0,66.0
Aensu,Ash,Assault,29.0,168343.3724399643,-2.7906434875274106
Aerosu,Mirage,Support,33211.0,9305448.0,3144.0
Aerosu,Valkyrie,Skirmisher,13848.0,3642988.0,130.0
Aerosu,Loba,Support,11217.0,2976742.081904534,692.4725145540827
Aerosu,Wraith,Skirmisher,8527.0,2537667.0,895.0
Aerosu,Bangalore,Assault,6372.0,1888614.0,626.0
Aerosu,Horizon,Skirmisher,3432.0,1028566.0,275.0
Aerosu,Lifeline,Support,3398.0,989111.0,206.44804445112806
Aerosu,Bloodhound,Recon,3328.0,996454.5042350674,202.22125840550726
Aerosu,Ash,Assault,3157.0,921804.0,191.43772413318302
Aerosu,Octane,Skirmisher,3043.0,924914.136680777,184.5103181085946
Aerosu,Revenant,Skirmisher,1353.0,374454.0,123.0
Aerosu,Pathfinder,Skirmisher,1117.0,441451.8633138874,64.82164789156374
Aerosu,Wattson,Controller,914.0,390495.04010855063,52.206486908148754
Aerosu,Crypto,Recon,881.0,382211.41860226437,50.15574645271676
Aerosu,Gibraltar,Support,610.0,314185.3147173074,33.31481725810858
Aerosu,Seer,Recon,471.0,279293.6968574955,24.676849885228368
Aerosu,Vantage,Recon,139.0,195955.4441275852,4.0451580305792305
Aerosu,Newcastle,Support,111.0,188926.91678891805,2.305135825970268
Aerosu,Catalyst,Controller,46.0,172610.69260986935,-1.7342014347291115
Afghanihan,Wraith,Skirmisher,21100.0,5667186.804532139,1900.0
Afghanihan,Bloodhound,Recon,14799.0,3571609.0,1459.0
Afghanihan,Conduit,Support,11005.0,2923526.0891974824,679.2980607191863
Afghanihan,Horizon,Skirmisher,7541.0,735150.0,385.0
Afghanihan,Pathfinder,Skirmisher,2838.0,873455.2758083926,171.7708698248504
Afghanihan,Gibraltar,Support,2282.0,691028.0,187.0
Afghanihan,Seer,Recon,1772.0,663615.8929487246,269.0
Afghanihan,Valkyrie,Skirmisher,1697.0,75299.0,28.0
Afghanihan,Octane,Skirmisher,1455.0,526296.2290449407,85.82620164720052
Afghanihan,Loba,Support,1028.0,419111.1871302668,59.290863026913826
Afghanihan,Revenant,Skirmisher,929.0,401269.6582994384,73.0
Afghanihan,Bangalore,Assault,532.0,294605.845702449,28.467612545269326
Afghanihan,Ash,Assault,95.0,184910.61545253685,1.310837423336574
Afghanihan,Mad Maggie,Assault,57.0,175371.89977863143,-1.0506212829184474
Afghanihan,Fuse,Assault,45.0,172359.6737763455,-1.7963450848937175
Afghanihan,Lifeline,Support,3014.4262635781347,314187.0,179.74847358293607
AgeB4beauty0,Horizon,Skirmisher,20686.0,5928388.0,1348.0
AgeB4beauty0,Ash,Assault,9261.0,2900822.0,598.0
AgeB4beauty0,Loba,Support,5428.0,1860772.0,371.0
