player_name,BR Kills,BR Damage,BR Wins
Airflow_11,1704,549640,82
Airflow_11,1471,0,0
Airflow_11,537,150407,0
Airflow_11,421,111532,18
Airflow_11,370,0,0
Airflow_11,260,0,0
Airflow_11,221,63990,0
Airflow_11,0,8066670,0
Akuma_Bardo-,41281,8941008,2782
Akuma_Bardo-,7820,1957319,713
Akuma_Bardo-,5148,908398,261
Akuma_Bardo-,4136,1158929,285
Akuma_Bardo-,3393,991497,294
Akuma_Bardo-,2684,0,0
Akuma_Bardo-,2123,0,0
Akuma_Bardo-,2074,0,0
Akuma_Bardo-,1882,0,0
Akuma_Bardo-,1680,0,0
Akuma_Bardo-,631,0,0
Akuma_Bardo-,450,0,0
Akuma_Bardo-,324,0,0
Akuma_Bardo-,324,0,0
Akuma_Bardo-,318,0,0
Akuma_Bardo-,110,0,0
Akuma_Bardo-,61,0,0
AmaneeMisa,132796,29249062,3049
AmaneeMisa,109489,24623782,0
AmaneeMisa,28930,6342048,0
AmaneeMisa,25113,5427295,0
AmaneeMisa,21936,0,0
AmaneeMisa,10128,1057173,0
AmaneeMisa,6117,1258468,0
AmaneeMisa,2134,440037,0
AmaneeMisa,1901,423977,0
AmaneeMisa,1184,0,0
AmaneeMisa,1055,235130,0
AmaneeMisa,681,0,0
AmaneeMisa,668,143108,0
AmaneeMisa,391,91127,0
AmaneeMisa,299,0,0
AmaneeMisa,275,0,0
AmaneeMisa,124,0,0
AmaneeMisa,103,0,0
AmaneeMisa,18,0,0
AmaneeMisa,5,0,0
Anniiyyy,61741,6578779,3122
Anniiyyy,19683,5287708,1600
Anniiyyy,15595,5121162,1137
Anniiyyy,10029,0,0
Anniiyyy,2539,757906,213
Anniiyyy,1293,419044,97
Anniiyyy,629,0,0
Anniiyyy,514,147348,40
Anniiyyy,485,174029,0
Anniiyyy,420,0,0
Anniiyyy,369,0,0
Anniiyyy,360,0,0
Anniiyyy,322,0,0
Anniiyyy,255,0,0
Anniiyyy,140,0,0
Anniiyyy,123,0,0
Anniiyyy,42,0,0
Anniiyyy,1,0,0
Apertures,68428,18455328,0
Apertures,23697,6849360,1076
Apertures,8747,0,0
Apertures,6438,0,0
Apertures,4883,1483218,223
Apertures,4716,0,0
Apertures,4053,0,0
Apertures,2742,0,0
Apertures,824,0,0
Apertures,34,0,0
Apertures,32,0,0
Asher,42736,12135190,3761
Asher,23975,6098771,1675
Asher,4471,1413950,347
Asher,4405,1271659,0
Asher,2156,0,0
Asher,2143,0,0
Asher,1272,336422,0
Asher,1256,376112,92
Asher,994,281852,0
Asher,842,242272,0
Asher,622,178227,0
Asher,604,193080,51
Asher,598,182405,61
Asher,539,0,0
Asher,495,163651,0
Asher,486,0,0
Asher,470,146149,0
Asher,334,0,0
Asher,258,93935,0
Asher,222,0,0
Asher,175,0,0
Asher,158,0,0
Asher,103,0,0
Asher,54,0,0
Asher,13,0,0
Asher,11,0,0
AthenasMerci,47234,12297000,1839
AthenasMerci,23008,6551605,0
AthenasMerci,6727,2413031,534
AthenasMerci,4382,1728618,317
AthenasMerci,3290,1016869,234
AthenasMerci,1729,0,0
AthenasMerci,1411,0,0
AthenasMerci,1271,62881,11
