player_name,legend,BR Kills,BR Damage,BR Wins,legend_category
Forget Dat,Alter,0,0,0,Skirmisher
RevengefulYT,Revenant,210946,51118672,10030,Skirmisher
RevengefulYT,Crypto,0,0,0,Recon
RevengefulYT,Horizon,0,0,0,Skirmisher
RevengefulYT,Gibraltar,0,0,0,Support
RevengefulYT,Wattson,0,0,0,Controller
RevengefulYT,Fuse,14,0,0,Assault
RevengefulYT,Bangalore,0,0,0,Assault
RevengefulYT,Wraith,21111,0,0,Skirmisher
RevengefulYT,Octane,0,0,0,Skirmisher
RevengefulYT,Bloodhound,0,0,0,Recon
RevengefulYT,Caustic,0,0,0,Controller
RevengefulYT,Lifeline,273,69273,0,Support
RevengefulYT,Pathfinder,0,0,0,Skirmisher
RevengefulYT,Loba,0,0,0,Support
RevengefulYT,Mirage,0,0,0,Support
RevengefulYT,Rampart,0,0,0,Controller
RevengefulYT,Valkyrie,0,0,0,Skirmisher
RevengefulYT,Seer,0,0,0,Recon
RevengefulYT,Ash,0,0,0,Assault
RevengefulYT,Mad Maggie,0,0,0,Assault
RevengefulYT,Newcastle,0,0,0,Support
RevengefulYT,Vantage,0,0,0,Recon
RevengefulYT,Catalyst,0,0,0,Controller
RevengefulYT,Ballistic,0,0,0,Assault
RevengefulYT,Conduit,0,0,0,Support
RevengefulYT,Alter,0,0,0,Skirmisher
imVashy,Revenant,0,0,0,Skirmisher
imVashy,Crypto,0,0,0,Recon
imVashy,Horizon,0,0,0,Skirmisher
imVashy,Gibraltar,0,0,0,Support
imVashy,Wattson,0,0,0,Controller
imVashy,Fuse,0,0,0,Assault
imVashy,Bangalore,0,0,0,Assault
imVashy,Wraith,227231,58938748,12001,Skirmisher
imVashy,Octane,0,0,0,Skirmisher
imVashy,Bloodhound,0,0,0,Recon
imVashy,Caustic,237,0,0,Controller
imVashy,Lifeline,0,0,0,Support
imVashy,Pathfinder,44,0,0,Skirmisher
imVashy,Loba,0,0,0,Support
imVashy,Mirage,0,0,0,Support
imVashy,Rampart,62,0,0,Controller
imVashy,Valkyrie,0,0,0,Skirmisher
imVashy,Seer,29,0,0,Recon
imVashy,Ash,0,0,0,Assault
imVashy,Mad Maggie,0,0,0,Assault
imVashy,Newcastle,0,0,0,Support
imVashy,Vantage,0,0,0,Recon
imVashy,Catalyst,0,0,0,Controller
imVashy,Ballistic,0,0,0,Assault
imVashy,Conduit,0,0,0,Support
imVashy,Alter,0,0,0,Skirmisher
LG_ShivFPS,Revenant,382,118944,17,Skirmisher
LG_ShivFPS,Crypto,494,138977,16,Recon
LG_ShivFPS,Horizon,252,85420,11,Skirmisher
LG_ShivFPS,Gibraltar,1282,346652,39,Support
LG_ShivFPS,Wattson,952,285577,42,Controller
LG_ShivFPS,Fuse,147,47263,7,Assault
LG_ShivFPS,Bangalore,172220,48136038,7074,Assault
LG_ShivFPS,Wraith,12245,3192704,506,Skirmisher
LG_ShivFPS,Octane,1566,363726,49,Skirmisher
LG_ShivFPS,Bloodhound,1833,470588,58,Recon
LG_ShivFPS,Caustic,755,192931,20,Controller
LG_ShivFPS,Lifeline,2258,509359,76,Support
LG_ShivFPS,Pathfinder,29554,7761146,1099,Skirmisher
LG_ShivFPS,Loba,282,98000,12,Support
LG_ShivFPS,Mirage,1961,475347,67,Support
LG_ShivFPS,Rampart,208,56330,6,Controller
LG_ShivFPS,Valkyrie,1712,818784,89,Skirmisher
LG_ShivFPS,Seer,214,68107,10,Recon
LG_ShivFPS,Ash,65,18840,2,Assault
LG_ShivFPS,Mad Maggie,110,41063,7,Assault
LG_ShivFPS,Newcastle,44,14299,0,Support
LG_ShivFPS,Vantage,123,36356,8,Recon
LG_ShivFPS,Catalyst,105,42000,0,Controller
LG_ShivFPS,Ballistic,89,79815,0,Assault
LG_ShivFPS,Conduit,0,0,0,Support
LG_ShivFPS,Alter,0,0,0,Skirmisher
TitanStar01,Revenant,14,3448,1,Skirmisher
TitanStar01,Crypto,13,2486,1,Recon
TitanStar01,Horizon,0,0,0,Skirmisher
TitanStar01,Gibraltar,0,0,0,Support
TitanStar01,Wattson,0,0,0,Controller
TitanStar01,Fuse,0,0,0,Assault
TitanStar01,Bangalore,1804,515100,114,Assault
TitanStar01,Wraith,0,0,0,Skirmisher
TitanStar01,Octane,0,0,0,Skirmisher
TitanStar01,Bloodhound,0,0,0,Recon
TitanStar01,Caustic,0,0,0,Controller
TitanStar01,Lifeline,222851,51935784,12580,Support
TitanStar01,Pathfinder,0,0,0,Skirmisher
TitanStar01,Loba,2370,518196,140,Support
TitanStar01,Mirage,0,0,0,Support
TitanStar01,Rampart,0,0,0,Controller
TitanStar01,Valkyrie,0,0,0,Skirmisher
TitanStar01,Seer,0,0,0,Recon
TitanStar01,Ash,0,0,0,Assault
TitanStar01,Mad Maggie,0,0,0,Assault
TitanStar01,Newcastle,0,0,0,Support
TitanStar01,Vantage,0,0,0,Recon
TitanStar01,Catalyst,0,0,0,Controller
TitanStar01,Ballistic,0,0,0,Assault
TitanStar01,Conduit,0,0,0,Support
TitanStar01,Alter,0,0,0,Skirmisher
Caboose_HCS_TTV,Revenant,0,0,0,Skirmisher
Caboose_HCS_TTV,Crypto,124,0,0,Recon
Caboose_HCS_TTV,Horizon,77414,21702403,2970,Skirmisher
Caboose_HCS_TTV,Gibraltar,71,0,0,Support
Caboose_HCS_TTV,Wattson,155,0,0,Controller
Caboose_HCS_TTV,Fuse,249,76838,7,Assault
Caboose_HCS_TTV,Bangalore,0,0,0,Assault
Caboose_HCS_TTV,Wraith,67520,20307688,2396,Skirmisher
Caboose_HCS_TTV,Octane,64449,18028193,2510,Skirmisher
Caboose_HCS_TTV,Bloodhound,179,0,0,Recon
Caboose_HCS_TTV,Caustic,0,0,0,Controller
Caboose_HCS_TTV,Lifeline,0,0,0,Support
Caboose_HCS_TTV,Pathfinder,4884,1456919,248,Skirmisher
Caboose_HCS_TTV,Loba,0,0,0,Support
Caboose_HCS_TTV,Mirage,0,0,0,Support
Caboose_HCS_TTV,Rampart,0,0,0,Controller
Caboose_HCS_TTV,Valkyrie,94,26814,5,Skirmisher
Caboose_HCS_TTV,Seer,0,0,0,Recon
Caboose_HCS_TTV,Ash,0,0,0,Assault
Caboose_HCS_TTV,Mad Maggie,56,16238,1,Assault
Caboose_HCS_TTV,Newcastle,0,0,0,Support
Caboose_HCS_TTV,Vantage,0,0,0,Recon
Caboose_HCS_TTV,Catalyst,0,0,0,Controller
Caboose_HCS_TTV,Ballistic,0,0,0,Assault
Caboose_HCS_TTV,Conduit,0,0,0,Support
Caboose_HCS_TTV,Alter,0,0,0,Skirmisher
iMarshTV,Revenant,0,0,0,Skirmisher
iMarshTV,Crypto,0,0,0,Recon
iMarshTV,Horizon,0,0,0,Skirmisher
iMarshTV,Gibraltar,0,0,0,Support
iMarshTV,Wattson,0,0,0,Controller
iMarshTV,Fuse,0,0,0,Assault
iMarshTV,Bangalore,0,0,0,Assault
iMarshTV,Wraith,0,0,0,Skirmisher
iMarshTV,Octane,0,0,0,Skirmisher
iMarshTV,Bloodhound,233036,54387141,16076,Recon
iMarshTV,Caustic,0,0,0,Controller
iMarshTV,Lifeline,0,0,0,Support
iMarshTV,Pathfinder,0,0,0,Skirmisher
iMarshTV,Loba,0,0,0,Support
iMarshTV,Mirage,0,0,0,Support
iMarshTV,Rampart,0,0,0,Controller
iMarshTV,Valkyrie,0,0,0,Skirmisher
iMarshTV,Seer,0,0,0,Recon
iMarshTV,Ash,0,0,0,Assault
iMarshTV,Mad Maggie,0,0,0,Assault
iMarshTV,Newcastle,0,0,0,Support
iMarshTV,Vantage,0,0,0,Recon
iMarshTV,Catalyst,0,0,0,Controller
iMarshTV,Ballistic,0,0,0,Assault
iMarshTV,Conduit,0,0,0,Support
iMarshTV,Alter,0,0,0,Skirmisher
Star-WayZ-,Revenant,0,0,0,Skirmisher
Star-WayZ-,Crypto,0,0,0,Recon
Star-WayZ-,Horizon,0,0,0,Skirmisher
Star-WayZ-,Gibraltar,0,0,0,Support
Star-WayZ-,Wattson,0,0,0,Controller
Star-WayZ-,Fuse,0,0,0,Assault
Star-WayZ-,Bangalore,8720,2324528,653,Assault
Star-WayZ-,Wraith,0,0,0,Skirmisher
Star-WayZ-,Octane,0,0,0,Skirmisher
Star-WayZ-,Bloodhound,0,0,0,Recon
Star-WayZ-,Caustic,0,0,0,Controller
Star-WayZ-,Lifeline,0,0,0,Support
Star-WayZ-,Pathfinder,0,0,0,Skirmisher
Star-WayZ-,Loba,154574,39969969,12076,Support
Star-WayZ-,Mirage,0,0,0,Support
Star-WayZ-,Rampart,0,0,0,Controller
Star-WayZ-,Valkyrie,0,0,0,Skirmisher
Star-WayZ-,Seer,0,0,0,Recon
Star-WayZ-,Ash,0,0,0,Assault
Star-WayZ-,Mad Maggie,0,0,0,Assault
Star-WayZ-,Newcastle,0,0,0,Support
Star-WayZ-,Vantage,0,0,0,Recon
Star-WayZ-,Catalyst,0,0,0,Controller
Star-WayZ-,Ballistic,0,0,0,Assault
Star-WayZ-,Conduit,0,0,0,Support
Star-WayZ-,Alter,0,0,0,Skirmisher
Splugzy Wugzy,Revenant,334,0,0,Skirmisher
Splugzy Wugzy,Crypto,1039,0,0,Recon
Splugzy Wugzy,Horizon,0,0,0,Skirmisher
Splugzy Wugzy,Gibraltar,2210,0,0,Support
Splugzy Wugzy,Wattson,158937,40554116,8198,Controller
Splugzy Wugzy,Fuse,2877,0,0,Assault
Splugzy Wugzy,Bangalore,1933,0,0,Assault
Splugzy Wugzy,Wraith,6110,0,0,Skirmisher
Splugzy Wugzy,Octane,4251,0,0,Skirmisher
Splugzy Wugzy,Bloodhound,1245,388124,0,Recon
Splugzy Wugzy,Caustic,1431,0,0,Controller
Splugzy Wugzy,Lifeline,3853,0,0,Support
Splugzy Wugzy,Pathfinder,2285,0,0,Skirmisher
Splugzy Wugzy,Loba,5271,0,0,Support
Splugzy Wugzy,Mirage,3847,0,0,Support
Splugzy Wugzy,Rampart,1779,0,0,Controller
Splugzy Wugzy,Valkyrie,0,0,0,Skirmisher
Splugzy Wugzy,Seer,0,0,0,Recon
Splugzy Wugzy,Ash,0,0,0,Assault
Splugzy Wugzy,Mad Maggie,213,0,0,Assault
Splugzy Wugzy,Newcastle,266,0,0,Support
Splugzy Wugzy,Vantage,0,0,0,Recon
Splugzy Wugzy,Catalyst,200,0,0,Controller
Splugzy Wugzy,Ballistic,0,0,0,Assault
Splugzy Wugzy,Conduit,0,0,0,Support
Splugzy Wugzy,Alter,6896,0,0,Skirmisher
TTV-Bear22345,Revenant,393,0,0,Skirmisher
TTV-Bear22345,Crypto,0,0,0,Recon
TTV-Bear22345,Horizon,0,0,0,Skirmisher
TTV-Bear22345,Gibraltar,0,0,0,Support
TTV-Bear22345,Wattson,0,0,0,Controller
TTV-Bear22345,Fuse,0,0,0,Assault
TTV-Bear22345,Bangalore,654,0,0,Assault
TTV-Bear22345,Wraith,53638,0,0,Skirmisher
TTV-Bear22345,Octane,649,0,0,Skirmisher
TTV-Bear22345,Bloodhound,272,0,0,Recon
TTV-Bear22345,Caustic,0,0,0,Controller
TTV-Bear22345,Lifeline,0,0,0,Support
TTV-Bear22345,Pathfinder,0,0,0,Skirmisher
TTV-Bear22345,Loba,0,0,0,Support
TTV-Bear22345,Mirage,0,0,0,Support
TTV-Bear22345,Rampart,0,0,0,Controller
TTV-Bear22345,Valkyrie,0,0,0,Skirmisher
TTV-Bear22345,Seer,0,0,0,Recon
TTV-Bear22345,Ash,96,0,0,Assault
TTV-Bear22345,Mad Maggie,185,0,0,Assault
TTV-Bear22345,Newcastle,0,0,0,Support
TTV-Bear22345,Vantage,79728,18176901,0,Recon
TTV-Bear22345,Catalyst,0,0,0,Controller
TTV-Bear22345,Ballistic,0,0,0,Assault
TTV-Bear22345,Conduit,0,0,0,Support
TTV-Bear22345,Alter,16191,3062949,0,Skirmisher
MoonPakuTV,Revenant,108,29915,0,Skirmisher
MoonPakuTV,Crypto,128,39143,0,Recon
MoonPakuTV,Horizon,135520,29145386,0,Skirmisher
MoonPakuTV,Gibraltar,899,250085,0,Support
MoonPakuTV,Wattson,0,0,0,Controller
MoonPakuTV,Fuse,9,2125,0,Assault
MoonPakuTV,Bangalore,11305,2868791,0,Assault
MoonPakuTV,Wraith,10793,0,0,Skirmisher
MoonPakuTV,Octane,0,0,0,Skirmisher
MoonPakuTV,Bloodhound,0,0,0,Recon
MoonPakuTV,Caustic,0,0,0,Controller
MoonPakuTV,Lifeline,0,0,0,Support
MoonPakuTV,Pathfinder,0,0,0,Skirmisher
MoonPakuTV,Loba,0,0,0,Support
MoonPakuTV,Mirage,0,0,0,Support
MoonPakuTV,Rampart,0,0,0,Controller
MoonPakuTV,Valkyrie,0,0,0,Skirmisher
MoonPakuTV,Seer,0,0,0,Recon
MoonPakuTV,Ash,0,0,0,Assault
MoonPakuTV,Mad Maggie,0,0,0,Assault
MoonPakuTV,Newcastle,2511,0,0,Support
MoonPakuTV,Vantage,0,0,0,Recon
MoonPakuTV,Catalyst,0,0,0,Controller
MoonPakuTV,Ballistic,0,0,0,Assault
MoonPakuTV,Conduit,0,0,0,Support
MoonPakuTV,Alter,0,0,0,Skirmisher
fearzypoo,Revenant,0,0,0,Skirmisher
fearzypoo,Crypto,0,0,0,Recon
fearzypoo,Horizon,0,1374778,351,Skirmisher
fearzypoo,Gibraltar,0,0,0,Support
fearzypoo,Wattson,0,0,0,Controller
fearzypoo,Fuse,0,0,0,Assault
fearzypoo,Bangalore,3738,1221219,0,Assault
fearzypoo,Wraith,56423,16218883,0,Skirmisher
fearzypoo,Octane,0,0,0,Skirmisher
fearzypoo,Bloodhound,0,0,0,Recon
fearzypoo,Caustic,0,0,0,Controller
fearzypoo,Lifeline,0,0,0,Support
fearzypoo,Pathfinder,8783,2491784,0,Skirmisher
fearzypoo,Loba,0,0,0,Support
fearzypoo,Mirage,0,0,0,Support
fearzypoo,Rampart,0,0,0,Controller
fearzypoo,Valkyrie,0,0,0,Skirmisher
fearzypoo,Seer,0,0,0,Recon
fearzypoo,Ash,0,0,0,Assault
fearzypoo,Mad Maggie,0,0,0,Assault
fearzypoo,Newcastle,0,0,0,Support
fearzypoo,Vantage,0,0,0,Recon
fearzypoo,Catalyst,0,0,0,Controller
fearzypoo,Ballistic,0,0,0,Assault
fearzypoo,Conduit,0,0,0,Support
fearzypoo,Alter,40246,0,0,Skirmisher
BarusFPS,Revenant,868,0,0,Skirmisher
BarusFPS,Crypto,0,0,0,Recon
BarusFPS,Horizon,25607,6412452,1409,Skirmisher
BarusFPS,Gibraltar,1735,0,0,Support
BarusFPS,Wattson,2278,603798,107,Controller
BarusFPS,Fuse,0,0,0,Assault
BarusFPS,Bangalore,16504,4226856,820,Assault
BarusFPS,Wraith,37879,10034602,1702,Skirmisher
BarusFPS,Octane,13067,3367283,657,Skirmisher
BarusFPS,Bloodhound,10170,1375739,303,Recon
BarusFPS,Caustic,0,0,0,Controller
BarusFPS,Lifeline,10959,2857420,549,Support
BarusFPS,Pathfinder,33235,8441890,1595,Skirmisher
BarusFPS,Loba,3449,869631,189,Support
BarusFPS,Mirage,1440,0,0,Support
BarusFPS,Rampart,421,0,0,Controller
